"","GroupID","Golgi_State","IntravasationProb","PER","Average_Speed","Visited_Rzone","Hours_in_Rzone","Metastatic_Celle"
"V36297","2","F","0.1815","0.737","17.59",NA,NA,NA
"V36298","1","I","0.01","0.604","19.04",NA,NA,NA
"V36299","2","F","0.4521","0.737","25.48",NA,NA,NA
"V36300","2","F","0.495","0.737","22.7",NA,NA,NA
"V36301","4","I","0.01","0.756","27.34",NA,NA,NA
"V36302","2","F","0.1782","0.737","18.62",NA,NA,NA
"V36303","4","I","0.01","0.756","13.92",NA,NA,NA
"V36304","4","I","0.01","0.756","24.23",NA,NA,NA
"V36305","2","F","0.4422","0.737","26.7",NA,NA,NA
"V36306","1","I","0.01","0.604","23.16",NA,NA,NA
"V36307","4","I","0.01","0.756","27.28",NA,NA,NA
"V36308","1","I","0.01","0.604","15.96",NA,NA,NA
"V36309","1","I","0.01","0.604","20.82",NA,NA,NA
"V36310","1","I","0.01","0.604","25.33","1","1",NA
"V36311","2","I","0.01","0.725","24.55",NA,NA,NA
"V36312","2","I","0.01","0.725","23.17","1","1",NA
"V36313","4","I","0.01","0.756","24.05","1","13",NA
"V36314","2","I","0.01","0.725","26.92","1","5",NA
"V36315","1","F","0.4488","0.607","21.05",NA,NA,NA
"V36316","1","F","0.3465","0.607","24.68",NA,NA,NA
"V36317","1","F","0.2871","0.607","25.56",NA,NA,NA
"V36318","3","I","0.01","0.601","23.56",NA,NA,NA
"V36319","2","I","0.01","0.725","27.63",NA,NA,NA
"V36320","1","I","0.01","0.604","23.38",NA,NA,NA
"V36321","2","F","0.4488","0.737","20.7","1","5",NA
"V36322","2","F","0.3861","0.737","21.45",NA,NA,NA
"V36323","2","F","0.363","0.737","25.53",NA,NA,NA
"V36324","1","I","0.01","0.604","23.62",NA,NA,NA
"V36325","2","F","0.4224","0.737","23.2",NA,NA,NA
"V36326","3","F","0.363","0.63","20.97","1","8",NA
"V36327","1","F","0.3828","0.607","22.79",NA,NA,NA
"V36328","3","I","0.01","0.601","28.28",NA,NA,NA
"V36329","2","F","0.4059","0.737","25.86",NA,NA,NA
"V36330","2","I","0.01","0.725","23.24",NA,NA,NA
"V36331","4","I","0.01","0.756","23.3",NA,NA,NA
"V36332","4","F","0.3663","0.78","24.97",NA,NA,NA
"V36333","2","F","0.2376","0.737","24.83",NA,NA,NA
"V36334","4","F","0.3762","0.78","22.49",NA,NA,NA
"V36335","4","F","0.2904","0.78","23.15",NA,NA,NA
"V36336","1","F","0.4092","0.607","21.2",NA,NA,NA
"V36337","4","F","0.2145","0.78","21.71",NA,NA,NA
"V36338","2","F","0.1683","0.737","25.59",NA,NA,NA
"V36339","4","F","0.4521","0.78","24.59",NA,NA,NA
"V36340","1","F","0.3696","0.607","20.66","1","5",NA
"V36341","2","F","0.3861","0.737","26.21","1","2",NA
"V36342","1","I","0.01","0.604","22.46",NA,NA,NA
"V36343","1","F","0.2112","0.607","21.97",NA,NA,NA
"V36344","4","F","0.4125","0.78","23.33","1","8",NA
"V36345","1","F","0.2475","0.607","22.77","1","2",NA
"V36346","2","F","0.3597","0.737","22.41",NA,NA,NA
"V36347","2","F","0.2211","0.737","25.42",NA,NA,NA
"V36348","4","F","0.2904","0.78","23.77",NA,NA,NA
"V36349","1","F","0.4818","0.607","20.89",NA,NA,NA
"V36350","1","F","0.4389","0.607","27.39",NA,NA,NA
"V36351","3","I","0.01","0.601","27.36",NA,NA,NA
"V36352","4","F","0.4818","0.78","24.68",NA,NA,NA
"V36353","2","I","0.01","0.725","22.85","1","7",NA
"V36354","2","F","0.4059","0.737","24.62",NA,NA,NA
"V36355","2","F","0.4521","0.737","27.48",NA,NA,NA
"V36356","4","I","0.01","0.756","22.26","1","20",NA
"V36357","1","F","0.1815","0.607","20.91","1","20",NA
"V36358","1","F","0.4059","0.607","22.67",NA,NA,NA
"V36359","1","I","0.01","0.604","25.44",NA,NA,NA
"V36360","2","F","0.2937","0.737","23.73",NA,NA,NA
"V36361","1","I","0.01","0.604","23.11",NA,NA,NA
"V36362","1","F","0.396","0.607","22.3",NA,NA,NA
"V36363","1","F","0.3564","0.607","20.67",NA,NA,NA
"V36364","2","F","0.2079","0.737","26.04",NA,NA,NA
"V36365","1","F","0.4884","0.607","23.55",NA,NA,NA
"V36366","4","I","0.01","0.756","27.06",NA,NA,NA
"V36367","2","F","0.2739","0.737","25.92","1","1",NA
"V36368","1","F","0.2475","0.607","22.61",NA,NA,NA
"V36369","3","I","0.01","0.601","24.25",NA,NA,NA
"V36370","2","F","0.1749","0.737","23.28",NA,NA,NA
"V36371","1","F","0.4851","0.607","22.45",NA,NA,NA
"V36372","2","F","0.3762","0.737","24.27",NA,NA,NA
"V36373","2","F","0.2343","0.737","22.96","1","17","1"
"V36374","1","F","0.3531","0.607","22.41",NA,NA,NA
"V36375","2","F","0.264","0.737","22.1",NA,NA,NA
"V36376","4","F","0.3003","0.78","22.97",NA,NA,NA
"V36377","2","F","0.1716","0.737","21.54",NA,NA,NA
"V36378","2","F","0.2376","0.737","24.86",NA,NA,NA
"V36379","2","F","0.3564","0.737","25.36",NA,NA,NA
"V36380","4","F","0.4092","0.78","22.3",NA,NA,NA
"V36381","1","F","0.3531","0.607","24.52",NA,NA,NA
"V36382","1","I","0.01","0.604","24.48","1","1",NA
"V36383","4","I","0.01","0.756","23.8",NA,NA,NA
"V36384","2","F","0.4686","0.737","21.72",NA,NA,NA
"V36385","1","F","0.2937","0.607","18.87",NA,NA,NA
"V36386","4","I","0.01","0.756","24.72","1","24",NA
"V36387","4","I","0.01","0.756","23.85",NA,NA,NA
"V36388","4","F","0.297","0.78","24.01","1","2",NA
"V36389","2","F","0.4455","0.737","26.42","1","14",NA
"V36390","2","F","0.4851","0.737","23.58","1","5",NA
"V36391","4","F","0.3828","0.78","18.92","1","18",NA
"V36392","1","I","0.01","0.604","24.47","1","9",NA
"V36393","4","F","0.4488","0.78","23.31","1","13",NA
"V36394","2","F","0.2376","0.737","21.81","1","6",NA
"V36395","1","F","0.297","0.607","20.74",NA,NA,NA
"V36396","2","F","0.3234","0.737","24.2","1","21",NA
"V36397","1","F","0.3102","0.607","20.37","1","14",NA
"V36398","2","I","0.01","0.725","25.2",NA,NA,NA
"V36399","1","F","0.4917","0.607","23.12",NA,NA,NA
"V36400","4","I","0.01","0.756","21.91","1","30",NA
"V36401","2","F","0.3135","0.737","21.77","1","21",NA
"V36402","2","F","0.1683","0.737","18.18",NA,NA,NA
"V36403","2","I","0.01","0.725","16.78",NA,NA,NA
"V36404","2","I","0.01","0.725","20.77","1","9",NA
"V36405","2","F","0.2607","0.737","26.62","1","3",NA
"V36406","4","I","0.01","0.756","19.91","1","21",NA
"V36407","1","F","0.1914","0.607","12.09","1","26",NA
"V36408","4","I","0.01","0.756","21.91","1","9",NA
"V36409","1","F","0.3795","0.607","21.98","1","1",NA
"V36410","2","F","0.4422","0.737","23.71","1","1",NA
"V36411","4","F","0.3894","0.78","14.38","1","13",NA
"V36412","3","I","0.01","0.601","21.26","1","5",NA
"V36413","2","F","0.4521","0.737","10.07","1","32",NA
"V36414","4","I","0.01","0.756","22.38","1","7",NA
"V36415","2","F","0.2376","0.737","24.96","1","13",NA
"V36416","2","F","0.4224","0.737","15.58","1","1",NA
"V36417","2","F","0.3333","0.737","9.11","1","26",NA
"V36418","4","F","0.4653","0.78","23.54",NA,NA,NA
"V36419","3","I","0.01","0.601","25.07",NA,NA,NA
"V36420","2","I","0.01","0.725","21.21","1","17",NA
"V36421","1","F","0.2112","0.607","21.4","1","3",NA
"V36422","2","F","0.3267","0.737","17.43","1","23",NA
"V36423","2","F","0.4884","0.737","32.03","1","2","1"
"V36424","2","I","0.01","0.725","17.95","1","10",NA
"V36425","1","F","0.3729","0.607","11.23","1","6",NA
"V36426","2","F","0.4191","0.737","20.73","1","1",NA
"V36427","2","F","0.363","0.737","24.93","1","1",NA
"V36428","2","I","0.01","0.725","22.47","1","13",NA
"V36429","1","F","0.4818","0.607","21.92","1","12",NA
"V36430","1","I","0.01","0.604","19.44","1","6",NA
"V36431","2","F","0.3465","0.737","23.14","1","6",NA
"V36432","4","I","0.01","0.756","20.14","1","30",NA
"V36433","2","F","0.3069","0.737","21.27","1","16",NA
"V36434","1","F","0.3663","0.607","19.03","1","4",NA
"V36435","1","I","0.01","0.604","23.19","1","3",NA
"V36436","1","F","0.2475","0.607","19.17","1","23",NA
"V36437","2","F","0.198","0.737","26.39","1","7",NA
"V36438","2","F","0.4389","0.737","23.01","1","9",NA
"V36439","1","F","0.1914","0.607","19.71","1","26",NA
"V36440","4","I","0.01","0.756","25.31",NA,NA,NA
"V36441","4","F","0.1815","0.78","18.96","1","12",NA
"V36442","4","F","0.2277","0.78","18.62",NA,NA,NA
"V36443","1","F","0.1683","0.607","20.02",NA,NA,NA
"V36444","2","F","0.2145","0.737","19.59",NA,NA,NA
"V36445","1","F","0.3432","0.607","18.1",NA,NA,NA
"V36446","2","F","0.231","0.737","25.01","1","2",NA
"V36447","4","I","0.01","0.756","21.69",NA,NA,NA
"V36448","4","F","0.4686","0.78","21.02",NA,NA,NA
"V36449","1","F","0.396","0.607","22.8",NA,NA,NA
"V36450","4","F","0.2574","0.78","28.23",NA,NA,NA
"V36451","2","F","0.198","0.737","23.74",NA,NA,NA
"V36452","2","F","0.3267","0.737","18.89",NA,NA,NA
"V36453","1","F","0.2904","0.607","14.66",NA,NA,NA
"V36454","4","I","0.01","0.756","26.79",NA,NA,NA
"V36455","2","F","0.2937","0.737","18.84","1","21",NA
"V36456","1","F","0.4158","0.607","11.41",NA,NA,NA
"V36457","2","I","0.01","0.725","16.44","1","7",NA
"V36458","1","I","0.01","0.604","19.86",NA,NA,NA
"V36459","1","I","0.01","0.604","18.56",NA,NA,NA
"V36460","1","F","0.264","0.607","12.17",NA,NA,NA
"V36461","4","F","0.2376","0.78","11.86",NA,NA,NA
"V36462","1","I","0.01","0.604","15.14",NA,NA,NA
"V36463","3","I","0.01","0.601","16.13",NA,NA,NA
"V36464","2","F","0.495","0.737","12.96",NA,NA,NA
"V36465","2","F","0.3333","0.737","15.26","1","2",NA
"V36466","1","F","0.4323","0.607","13.62",NA,NA,NA
"V36467","2","F","0.4851","0.737","15.74",NA,NA,NA
"V36468","1","F","0.4125","0.607","20.22",NA,NA,NA
"V36469","1","I","0.01","0.604","18.2",NA,NA,NA
"V36470","1","F","0.2013","0.607","14.37","1","6",NA
"V36471","2","F","0.1683","0.737","11.92",NA,NA,NA
"V36472","2","F","0.4851","0.737","20",NA,NA,NA
"V36473","1","F","0.363","0.607","18.35",NA,NA,NA
"V36474","1","F","0.4191","0.607","18.26",NA,NA,NA
"V36475","3","I","0.01","0.601","17.22",NA,NA,NA
"V36476","3","I","0.01","0.601","22.78",NA,NA,NA
"V36477","1","I","0.01","0.604","20.63",NA,NA,NA
"V36478","2","F","0.3696","0.737","13.96",NA,NA,NA
"V36479","1","F","0.2772","0.607","10.78",NA,NA,NA
"V36480","2","F","0.2508","0.737","23.02",NA,NA,NA
"V36481","1","F","0.3135","0.607","23.79",NA,NA,NA
"V36482","1","I","0.01","0.604","17.54","1","7",NA
"V36483","1","F","0.3696","0.607","12.51","1","4",NA
"V36484","2","I","0.01","0.725","26.39",NA,NA,NA
"V36485","1","F","0.3597","0.607","20.28",NA,NA,NA
"V36486","4","F","0.4224","0.78","22.79",NA,NA,NA
"V36487","1","I","0.01","0.604","22.04",NA,NA,NA
"V36488","1","F","0.3498","0.607","22.74","1","1",NA
"V36489","4","I","0.01","0.756","23.49",NA,NA,NA
"V36490","1","F","0.231","0.607","19",NA,NA,NA
"V36491","1","F","0.1716","0.607","20.78",NA,NA,NA
"V36492","2","F","0.4851","0.737","14.05","1","11",NA
"V36493","1","F","0.2508","0.607","13.73",NA,NA,NA
"V36494","2","F","0.4059","0.737","24.86",NA,NA,NA
"V36495","1","F","0.3828","0.607","20.16",NA,NA,NA
"V36496","1","F","0.2574","0.607","21.95",NA,NA,NA
"V36497","4","F","0.3993","0.78","23.55",NA,NA,NA
"V36498","1","F","0.3564","0.607","21.27","1","2",NA
"V36499","1","F","0.3201","0.607","22.56","1","2",NA
"V36500","1","F","0.4356","0.607","20.63",NA,NA,NA
"V36501","3","I","0.01","0.601","22.29",NA,NA,NA
"V36502","2","F","0.2574","0.737","23.14",NA,NA,NA
"V36503","1","I","0.01","0.604","17.31",NA,NA,NA
"V36504","2","I","0.01","0.725","22.55","1","4",NA
"V36505","1","F","0.1881","0.607","20.11",NA,NA,NA
"V36506","2","F","0.4884","0.737","18.98","1","25",NA
"V36507","2","F","0.297","0.737","26.2","1","5",NA
"V36508","4","F","0.3696","0.78","18.91",NA,NA,NA
"V36509","4","F","0.3168","0.78","26.3",NA,NA,NA
"V36510","2","F","0.2145","0.737","23.96",NA,NA,NA
"V36511","2","I","0.01","0.725","23.52","1","6",NA
"V36512","1","F","0.3267","0.607","22.75",NA,NA,NA
"V36513","2","I","0.01","0.725","27.3","1","20",NA
"V36514","2","F","0.3894","0.737","22.35",NA,NA,NA
"V36515","2","F","0.4059","0.737","22.17",NA,NA,NA
"V36516","4","F","0.2838","0.78","20.98",NA,NA,NA
"V36517","1","F","0.2409","0.607","23.84",NA,NA,NA
"V36518","1","F","0.4389","0.607","20.68",NA,NA,NA
"V36519","1","I","0.01","0.604","20.28",NA,NA,NA
"V36520","1","F","0.3663","0.607","22.48",NA,NA,NA
"V36521","2","F","0.3861","0.737","25.07",NA,NA,NA
"V36522","2","F","0.1683","0.737","23.31",NA,NA,NA
"V36523","4","I","0.01","0.756","23.89",NA,NA,NA
"V36524","1","I","0.01","0.604","23.9",NA,NA,NA
"V36525","1","I","0.01","0.604","23.45",NA,NA,NA
"V36526","4","I","0.01","0.756","22.9",NA,NA,NA
"V36527","1","I","0.01","0.604","23.32",NA,NA,NA
"V36528","2","I","0.01","0.725","23.58",NA,NA,NA
"V36529","1","F","0.429","0.607","24.62",NA,NA,NA
"V36530","2","F","0.4158","0.737","22.38",NA,NA,NA
"V36531","1","F","0.396","0.607","21.34",NA,NA,NA
"V36532","1","F","0.1947","0.607","20.43",NA,NA,NA
"V36533","1","F","0.2079","0.607","20.99","1","2",NA
"V36534","1","F","0.2046","0.607","20.65",NA,NA,NA
"V36535","4","F","0.2178","0.78","23.16",NA,NA,NA
"V36536","2","F","0.3729","0.737","23.26",NA,NA,NA
"V36537","1","F","0.2442","0.607","21.49",NA,NA,NA
"V36538","1","F","0.2112","0.607","23.09",NA,NA,NA
"V36539","1","F","0.297","0.607","23.23",NA,NA,NA
"V36540","2","I","0.01","0.725","23.43",NA,NA,NA
"V36541","1","F","0.4554","0.607","22.11",NA,NA,NA
"V36542","2","F","0.1683","0.737","22.79",NA,NA,NA
"V36543","1","I","0.01","0.604","14.07",NA,NA,NA
"V36544","2","F","0.2607","0.737","25.17",NA,NA,NA
"V36545","2","F","0.3432","0.737","26.26",NA,NA,NA
"V36546","2","F","0.2937","0.737","11.89","1","20",NA
"V36547","4","F","0.3432","0.78","20.03","1","8",NA
"V36548","1","F","0.363","0.607","11.24","1","11",NA
"V36549","4","F","0.4422","0.78","19.92","1","1",NA
"V36550","2","F","0.198","0.737","17.69","1","7",NA
"V36551","4","I","0.01","0.756","16.04","1","13",NA
"V36552","2","F","0.1848","0.737","23.63","1","7",NA
"V36553","2","I","0.01","0.725","22.89","1","9",NA
"V36554","1","F","0.3597","0.607","16.3","1","22",NA
"V36555","2","F","0.3201","0.737","25.28","1","19",NA
"V36556","2","F","0.1749","0.737","19.4","1","17",NA
"V36557","2","I","0.01","0.725","22.36","1","9",NA
"V36558","1","I","0.01","0.604","20.29","1","28",NA
"V36559","1","F","0.4818","0.607","16.9","1","21",NA
"V36560","2","F","0.3036","0.737","25.82","1","1",NA
"V36561","1","F","0.4554","0.607","21.7","1","1",NA
"V36562","4","F","0.1782","0.78","23.76","1","18",NA
"V36563","1","I","0.01","0.604","20.98","1","34",NA
"V36564","2","I","0.01","0.725","23.64","1","7",NA
"V36565","2","F","0.3498","0.737","25.45",NA,NA,NA
"V36566","1","F","0.4257","0.607","19.79","1","30",NA
"V36567","4","F","0.2706","0.78","25.89","1","5",NA
"V36568","2","F","0.1815","0.737","14.9","1","23",NA
"V36569","2","I","0.01","0.725","15.96","1","8",NA
"V36570","4","F","0.3432","0.78","28.43","1","8",NA
"V36571","2","F","0.2211","0.737","19.62","1","23",NA
"V36572","1","F","0.3069","0.607","1.46","1","34",NA
"V36573","1","F","0.3267","0.607","10.66",NA,NA,NA
"V36574","2","F","0.4818","0.737","22.12","1","17",NA
"V36575","4","I","0.01","0.756","25.06",NA,NA,NA
"V36576","1","F","0.1848","0.607","19.26","1","14",NA
"V36577","4","F","0.3531","0.78","23.8","1","16",NA
"V36578","3","I","0.01","0.601","27.63","1","2",NA
"V36579","2","I","0.01","0.725","26.38","1","10",NA
"V36580","2","I","0.01","0.725","25.15","1","1",NA
"V36581","4","F","0.2772","0.78","24.63","1","23",NA
"V36582","4","I","0.01","0.756","24.07","1","6",NA
"V36583","1","I","0.01","0.604","22.47","1","26",NA
"V36584","1","F","0.462","0.607","22.18","1","6",NA
"V36585","4","F","0.2211","0.78","20.33","1","34",NA
"V36586","1","I","0.01","0.604","22.02","1","7",NA
"V36587","2","I","0.01","0.725","26.76","1","19",NA
"V36588","2","I","0.01","0.725","25.09",NA,NA,NA
"V36589","1","F","0.264","0.607","23.32",NA,NA,NA
"V36590","1","I","0.01","0.604","24.76",NA,NA,NA
"V36591","1","I","0.01","0.604","23.09",NA,NA,NA
"V36592","1","F","0.3597","0.607","21.23",NA,NA,NA
"V36593","3","I","0.01","0.601","25.89",NA,NA,NA
"V36594","1","F","0.3036","0.607","23.33","1","4",NA
"V36595","2","F","0.2871","0.737","26.02","1","10",NA
"V36596","1","F","0.4059","0.607","21.61","1","13",NA
"V36597","4","I","0.01","0.756","27.22","1","1",NA
"V36598","2","F","0.297","0.737","26.49",NA,NA,NA
"V36599","1","F","0.4257","0.607","19.37","1","6",NA
"V36600","1","F","0.2739","0.607","16.27",NA,NA,NA
"V36601","1","F","0.3597","0.607","12.07",NA,NA,NA
"V36602","1","F","0.4026","0.607","13.99",NA,NA,NA
"V36603","1","F","0.2376","0.607","13.43",NA,NA,NA
"V36604","1","I","0.01","0.604","21.07",NA,NA,NA
"V36605","1","F","0.2508","0.607","20.53",NA,NA,NA
"V36606","1","F","0.2805","0.607","17.28",NA,NA,NA
"V36607","2","I","0.01","0.725","23.02",NA,NA,NA
"V36608","4","F","0.4686","0.78","13.81",NA,NA,NA
"V36609","1","F","0.363","0.607","9.84",NA,NA,NA
"V36610","2","F","0.297","0.737","24.41",NA,NA,NA
"V36611","2","F","0.4686","0.737","26.32",NA,NA,NA
"V36612","1","F","0.4224","0.607","26.58",NA,NA,NA
"V36613","2","I","0.01","0.725","21.94",NA,NA,NA
"V36614","4","I","0.01","0.756","15.7",NA,NA,NA
"V36615","1","F","0.3003","0.607","12.58",NA,NA,NA
"V36616","2","F","0.3102","0.737","25.52",NA,NA,NA
"V36617","1","F","0.3564","0.607","16.94",NA,NA,NA
"V36618","2","F","0.3564","0.737","24.24",NA,NA,NA
"V36619","1","F","0.3762","0.607","23.1",NA,NA,NA
"V36620","2","I","0.01","0.725","20.17",NA,NA,NA
"V36621","2","F","0.3003","0.737","17.63",NA,NA,NA
"V36622","1","F","0.4158","0.607","16.46",NA,NA,NA
"V36623","2","F","0.2574","0.737","17.72",NA,NA,NA
"V36624","4","F","0.3498","0.78","13.39",NA,NA,NA
"V36625","1","I","0.01","0.604","18.14",NA,NA,NA
"V36626","1","F","0.2508","0.607","21",NA,NA,NA
"V36627","4","F","0.3267","0.78","24.48",NA,NA,NA
"V36628","1","F","0.1914","0.607","17.1","1","12",NA
"V36629","1","I","0.01","0.604","25.24",NA,NA,NA
"V36630","1","F","0.3432","0.607","18.98",NA,NA,NA
"V36631","2","F","0.2739","0.737","24.62",NA,NA,NA
"V36632","1","F","0.3102","0.607","22.02",NA,NA,NA
"V36633","1","I","0.01","0.604","27.32",NA,NA,NA
"V36634","2","F","0.2277","0.737","21.3",NA,NA,NA
"V36635","2","F","0.2376","0.737","21.17","1","9",NA
"V36636","2","I","0.01","0.725","23.86",NA,NA,NA
"V36637","1","I","0.01","0.604","23.79",NA,NA,NA
"V36638","1","F","0.3498","0.607","19.44",NA,NA,NA
"V36639","4","F","0.1782","0.78","21.53",NA,NA,NA
"V36640","4","I","0.01","0.756","24.25",NA,NA,NA
"V36641","2","F","0.2904","0.737","25.77",NA,NA,NA
"V36642","1","F","0.2574","0.607","18.18",NA,NA,NA
"V36643","2","I","0.01","0.725","23.4",NA,NA,NA
"V36644","3","F","0.3102","0.63","24.74",NA,NA,NA
"V36645","1","F","0.2607","0.607","20.4",NA,NA,NA
"V36646","2","F","0.4884","0.737","22.74",NA,NA,NA
"V36647","1","F","0.2013","0.607","20.91",NA,NA,NA
"V36648","4","I","0.01","0.756","21.32",NA,NA,NA
"V36649","2","I","0.01","0.725","21.35",NA,NA,NA
"V36650","1","I","0.01","0.604","23.81",NA,NA,NA
"V36651","1","F","0.2343","0.607","18.03",NA,NA,NA
"V36652","1","F","0.4554","0.607","24.9",NA,NA,NA
"V36653","1","I","0.01","0.604","26.14",NA,NA,NA
"V36654","2","F","0.4587","0.737","24.87",NA,NA,NA
"V36655","2","F","0.3894","0.737","23.19",NA,NA,NA
"V36656","1","I","0.01","0.604","27.04",NA,NA,NA
"V36657","1","F","0.1749","0.607","21.79","1","6",NA
"V36658","4","I","0.01","0.756","25.87",NA,NA,NA
"V36659","4","F","0.4884","0.78","25.28",NA,NA,NA
"V36660","2","F","0.3135","0.737","22.3","1","2",NA
"V36661","2","F","0.4851","0.737","23.15","1","11",NA
"V36662","4","I","0.01","0.756","21.03",NA,NA,NA
"V36663","2","F","0.1716","0.737","26.43",NA,NA,NA
"V36664","1","F","0.3795","0.607","20.34",NA,NA,NA
"V36665","4","I","0.01","0.756","23.26",NA,NA,NA
"V36666","2","F","0.4587","0.737","24.07",NA,NA,NA
"V36667","1","F","0.1815","0.607","22.74",NA,NA,NA
"V36668","4","F","0.264","0.78","22.59",NA,NA,NA
"V36669","1","I","0.01","0.604","23.22",NA,NA,NA
"V36670","1","F","0.4422","0.607","22.98",NA,NA,NA
"V36671","4","I","0.01","0.756","25.18",NA,NA,NA
"V36672","4","I","0.01","0.756","26.13",NA,NA,NA
"V36673","4","I","0.01","0.756","21.73",NA,NA,NA
"V36674","2","F","0.4752","0.737","19.58",NA,NA,NA
"V36675","3","I","0.01","0.601","25.93",NA,NA,NA
"V36676","1","I","0.01","0.604","26.73",NA,NA,NA
"V36677","1","F","0.3465","0.607","23.07",NA,NA,NA
"V36678","2","I","0.01","0.725","25.14",NA,NA,NA
"V36679","2","F","0.3894","0.737","26.93",NA,NA,NA
"V36680","3","I","0.01","0.601","25.79",NA,NA,NA
"V36681","1","F","0.3861","0.607","22.23",NA,NA,NA
"V36682","4","I","0.01","0.756","27.48",NA,NA,NA
"V36683","1","I","0.01","0.604","21.42",NA,NA,NA
"V36684","2","I","0.01","0.725","23.8",NA,NA,NA
"V36685","4","F","0.3696","0.78","22.45",NA,NA,NA
"V36686","1","F","0.4851","0.607","23.69",NA,NA,NA
"V36687","1","F","0.2079","0.607","22.14",NA,NA,NA
"V36688","3","I","0.01","0.601","24.36",NA,NA,NA
"V36689","1","F","0.462","0.607","23.94",NA,NA,NA
"V36690","2","I","0.01","0.725","21.84",NA,NA,NA
"V36691","2","F","0.4026","0.737","25.59",NA,NA,NA
"V36692","4","I","0.01","0.756","26.93",NA,NA,NA
"V36693","4","F","0.3564","0.78","25.98",NA,NA,NA
"V36694","1","I","0.01","0.604","21.99","1","18",NA
"V36695","2","I","0.01","0.725","24.53","1","3",NA
"V36696","2","F","0.462","0.737","12.48","1","2",NA
"V36697","2","F","0.4125","0.737","15.38",NA,NA,NA
"V36698","1","F","0.4785","0.607","11.42","1","28",NA
"V36699","1","I","0.01","0.604","27.21","1","11",NA
"V36700","1","I","0.01","0.604","23.97","1","9",NA
"V36701","1","I","0.01","0.604","18.77","1","30",NA
"V36702","2","F","0.3135","0.737","25.72",NA,NA,NA
"V36703","1","I","0.01","0.604","25.88",NA,NA,NA
"V36704","2","F","0.4059","0.737","20.85",NA,NA,NA
"V36705","1","F","0.4488","0.607","21.86",NA,NA,NA
"V36706","1","F","0.2871","0.607","22.62","1","27",NA
"V36707","1","F","0.4818","0.607","20.11","1","26",NA
"V36708","4","F","0.4389","0.78","19.69","1","1",NA
"V36709","4","F","0.3069","0.78","18.82","1","3",NA
"V36710","4","I","0.01","0.756","24.9","1","1",NA
"V36711","3","I","0.01","0.601","26.45",NA,NA,NA
"V36712","4","F","0.264","0.78","20.59",NA,NA,NA
"V36713","2","I","0.01","0.725","19.68",NA,NA,NA
"V36714","2","I","0.01","0.725","27.74","1","15",NA
"V36715","2","F","0.4125","0.737","23.08",NA,NA,NA
"V36716","4","F","0.4587","0.78","21.27","1","2",NA
"V36717","3","F","0.3102","0.63","13.04","1","9",NA
"V36718","1","I","0.01","0.604","22.43","1","14",NA
"V36719","4","F","0.2079","0.78","25.39","1","6",NA
"V36720","4","F","0.2079","0.78","12.34","1","32",NA
"V36721","1","F","0.3861","0.607","14.46","1","14",NA
"V36722","1","F","0.198","0.607","16.72","1","4",NA
"V36723","2","F","0.3663","0.737","20.59","1","5","1"
"V36724","4","I","0.01","0.756","16.84","1","16",NA
"V36725","4","I","0.01","0.756","27.81",NA,NA,NA
"V36726","1","F","0.4356","0.607","20.87","1","7",NA
"V36727","1","I","0.01","0.604","24.05","1","12",NA
"V36728","1","I","0.01","0.604","23.1","1","21",NA
"V36729","1","F","0.4356","0.607","18.63","1","3",NA
"V36730","4","F","0.2838","0.78","22.14","1","29",NA
"V36731","1","I","0.01","0.604","26.43","1","6",NA
"V36732","1","F","0.1782","0.607","21.79","1","34",NA
"V36733","4","F","0.3366","0.78","23.35","1","3",NA
"V36734","3","I","0.01","0.601","23.62","1","8",NA
"V36735","1","F","0.1815","0.607","19.59",NA,NA,NA
"V36736","1","F","0.2211","0.607","21.16","1","3",NA
"V36737","1","F","0.4092","0.607","18.71","1","7",NA
"V36738","1","F","0.2871","0.607","19.39","1","27",NA
"V36739","1","F","0.4653","0.607","20.36","1","11",NA
"V36740","4","F","0.1881","0.78","12.94","1","25",NA
"V36741","4","F","0.4884","0.78","18.58",NA,NA,NA
"V36742","1","I","0.01","0.604","25.37","1","27",NA
"V36743","1","I","0.01","0.604","27.55","1","1",NA
"V36744","1","I","0.01","0.604","26.14",NA,NA,NA
"V36745","4","I","0.01","0.756","23.46",NA,NA,NA
"V36746","4","I","0.01","0.756","12.3",NA,NA,NA
"V36747","1","I","0.01","0.604","19.13",NA,NA,NA
"V36748","1","F","0.4422","0.607","18.13",NA,NA,NA
"V36749","2","I","0.01","0.725","20.75",NA,NA,NA
"V36750","4","I","0.01","0.756","23.78",NA,NA,NA
"V36751","1","F","0.3234","0.607","19.14",NA,NA,NA
"V36752","2","F","0.198","0.737","16.84",NA,NA,NA
"V36753","1","F","0.4917","0.607","19.89",NA,NA,NA
"V36754","2","I","0.01","0.725","23.34",NA,NA,NA
"V36755","3","I","0.01","0.601","24.02",NA,NA,NA
"V36756","1","I","0.01","0.604","12.96","1","16",NA
"V36757","2","F","0.3201","0.737","25.75",NA,NA,NA
"V36758","1","F","0.2706","0.607","25.79",NA,NA,NA
"V36759","4","I","0.01","0.756","24.85",NA,NA,NA
"V36760","2","F","0.264","0.737","17.21",NA,NA,NA
"V36761","2","F","0.4554","0.737","12.48",NA,NA,NA
"V36762","3","F","0.4059","0.63","12.53",NA,NA,NA
